ID;Matvare;Kilojoule;Kilokalorier;Fett;Omega-3;Kolesterol;Karbohydrat;Sukker, tilsatt;Kostfiber;Protein;Salt;Jern
1718;Rislunsj med jordb�r;581;138;5,4;0,03;15;19,5;8,2;0,2;2,9;0,2;0
1719;Saftis;301;71;0;0;0;17,7;15,6;0;0;0;0,1
1720;Saftis, Lollipop;507;120;3,5;0,01;0;22;16;0,2;0,1;0;0
1721;Sitronfromasj;1220;293;21,6;0,16;152;18,2;16,5;0,1;6,5;0,2;0,6
1722;Sjokoladefondant;1730;415;28,5;0,16;164;31,5;23;0,9;7,8;0,4;1,4
1723;Sjokoladeglasur;1607;382;11,8;0,03;3;65,2;64;2,2;2,6;0;2
1724;Sjokolademousse;1505;362;24,7;0,15;276;28,1;26,2;1,6;5,9;0,1;2
1725;Sjokoladepudding, av pulver;390;92;1,5;0,01;4;16,7;12;0;3;0,1;0
1726;Sjokoladepudding, Piano;469;111;2,8;0,02;8;17,6;12,4;1,1;3,4;0,1;1
1727;Sjokoladesaus, kj�pt;1137;268;1,2;0;0;62;60;0;2,3;0,2;2,1
1728;Smuldrepai, med b�r;1327;317;15,6;0,16;41;39,3;19,8;3;3,4;0,2;0,7
1729;Smuldrepai, med epler;1087;260;12;0,09;31;34;14,2;3;2,4;0,2;0,5
1730;Sm�rkrem, med hard margarin;2252;541;39;1,28;94;46,3;46,1;0;1,3;1;0,4
1731;Sm�rkrem, med sm�r;2309;555;40,4;0,27;202;46,2;46;0;1,7;0,7;0,4
1732;Sorbet;768;181;0,1;0;0;43,6;39,3;0,1;1,3;0;0,1
1733;Tilsl�rte bondepiker, med kavring;949;228;14,6;0,16;36;21;7;1,6;2,3;0,1;0,2
1734;Trollkrem;545;129;0,4;0,06;148;28,2;23,9;2,3;1,9;0,1;0,2
1735;Vaniljekrem, med helmelk;484;115;3,6;0,02;14;17,6;10,6;0,1;3;0,1;0,1
1736;Vaniljekrem, Piano;615;147;8,6;0,05;24;14,7;7,5;0,1;2,7;0,1;0
1737;Vaniljesaus, av pulver;321;76;1,5;0,01;4;12,6;5,6;0,1;3;0,1;0
1738;Vaniljesaus, Piano;609;146;8,4;0,05;23;14,8;9,8;0,2;2,7;0,1;0
1739;Baconcrisp;2519;606;46;0,23;119;0,2;0;0;47,9;3,3;2,4
1740;Chilin�tter;2162;519;32,3;0,34;1;37,2;M;7,4;16,1;2,6;1,7
1741;Chilin�tter, Den lille n�ttefabrikken;2208;531;35;0,65;1;31,2;M;7,4;19;2,8;1,9
1742;Chilin�tter, Eldorado;2174;522;32;0,31;1;40,3;M;7,5;14,4;2,8;1,7
1743;Chilin�tter, Polly;2104;505;30;0,06;1;40;M;7,4;15;2,5;1,6
1744;N�tteblanding, orientalsk blanding;1621;384;5,6;0,01;2;71,6;M;4,4;9,4;0,9;1,5
1745;Ostepop;2065;495;30,2;0,14;11;44,4;0,2;3,3;9,8;2,1;0,8
1746;Popcorn, kj�pt;1670;398;14,5;0,19;0;51,4;0;11;10,1;2;3,1
1747;Popcorn, mikrob�lgeovn;1909;457;22,1;0;2;48;0;14,5;9,4;1,4;2,3
1748;Popcorn, poppet i soyaolje;1893;453;23,9;0,8;0;45,7;0;9,8;9;1,8;2,8
1749;Popcorn, uten fett;1548;367;4,2;0,05;0;62,8;0;15,1;12;0,8;2,7
1750;Potetchips;2156;517;31,5;0,13;1;50,5;0;5,5;5,2;1,1;1,2
1751;Potetchips, Kims;2124;509;31;0,08;1;49,6;0;5,2;5,5;1;1,3
1752;Potetchips, Maarud;2187;525;32;0,18;1;51,4;0;5,8;4,9;1,2;1,1
1753;Potetchips, med mindre fett;1917;458;18;0,09;0;63;0;14;4;1,5;1,5
1754;Potetchips, stekt i pean�ttolje;2126;509;29;0,15;0;53,8;0;4,5;6;1;2,5
1755;Potetchips, S�rlandschips;1967;471;25;0,16;2;50,5;0;6,3;7,8;1;1,4
1756;Potetskruer, potetringer;2051;490;25,1;0,12;0;60;0;3;4,6;3,3;1,4
1757;Saltstenger;1604;380;6,3;0,18;0;68,1;3,7;4,3;10,5;4,5;0,9
1758;Tortillachips, nachochips;1987;475;22,4;0,17;5;57,4;0;6,8;7,4;1,4;1,2
1759;Tortillachips, nachochips, Maarud Tortilla Cheese;2051;491;27;0,18;6;51,5;0;5,7;7,7;2;1,1
1760;Tortillachips, nachochips, Santa Maria;1923;459;17,9;0,17;3;63,3;0;7,9;7,1;0,7;1,3
1761;B�nnegryte, vegetarisk;296;70;0,4;0,1;0;10,3;0,1;3,7;4,5;0,3;1,3
1762;B�nnekarbonader, stekt i soyaolje;799;192;11,1;0,46;87;14,3;0;3,5;6,9;1,4;1,6
1763;Falafel, kikertboller, hjemmelaget;1111;264;5,7;0,16;31;33,8;0;8;15,4;0,8;3,9
1764;Gr�nnsaksgryte, med potet;237;56;1,5;0,06;0;8,5;0;2,3;1,1;0,6;0,3
1765;Gr�nnsaksr�re, med tomat, Ratatouille;200;48;2,8;0,13;0;3,7;0;1,7;1,2;0,3;0,5
1766;Hummus;803;193;12,1;0,09;0;11,8;0;5,3;6,6;0,4;1,8
1767;Salat, gresk, med fetaost, oliven;287;69;4,8;0,03;9;2,5;0;1,4;3,3;0,9;0,3
1768;Sesampostei/-pasta, tahini;2582;626;58,9;0,44;0;0,8;0,2;9,3;18,5;0;10,6
1769;Sopprotein, Quorn;375;90;1,4;0;0;1,1;0;8,3;14;0,8;0,6
1770;Soyaburger, stekt i vegetabilsk olje;815;195;11;0,38;32;11,7;0;3,6;10,6;0,7;2,6
1771;Soyaprotein, teksturert;1153;273;5,4;0,31;0;10,2;0;5,6;43,2;11;9
1772;Soyap�lse, hermetisk;834;201;15;0,97;0;3,5;0;2;12;0;2,7
1773;Sushi, maki, avokado, vegetar;470;112;3,3;0,04;0;17,8;0;0,8;2,3;0,2;0,2
1774;Sushi, maki, mango, vegetar;438;104;1,8;0,03;0;19,4;0;0,6;2,2;0,2;0,2
1775;Sushi, maki, tofu, vegetar;456;108;2,4;0,06;0;17,8;0;0,9;3,4;0,2;0,4
1776;Tofu, soyab�nneprodukt;322;77;4,2;0,24;0;0,6;0;2,5;8,1;0;1,2
1777;Vegetabilsk postei, Tartex;1051;253;20;0,02;0;9,6;0;2,4;7,6;1,5;1,3
1778;Vegetarburger, hjemmelaget;796;191;8,6;0,57;21;17,8;0,1;6;7,5;0,9;2
1779;Vegetarisk farse, soyaprotein, fryst;622;149;6,8;0,28;0;0,6;M;7,4;17,6;0,7;3,6
1780;Vegetarlasagne;561;134;6,1;0,07;16;11,5;0,1;2;7,3;0,6;0,8
1781;Bakepulver;731;172;0;0;0;37,8;0;0;5,2;29,5;0
1782;Butterdeig;1655;397;26,2;0,07;2;33,7;0;2,8;5,3;0,8;1,1
1783;Eddik, 7 %;17;4;0;0;0;0,6;0;0;0,4;0;0,1
1784;Filodeig;1209;285;1,9;0,08;0;57,9;0;2,4;8;0,6;1,5
1785;Floradix;310;74;0;0;0;18,5;M;0;0;0;75
1786;Gelatin, plater/pulver;1459;343;0,1;0;0;0;0;0;85,6;0,5;1,1
1787;Gj�r, pressgj�r;448;107;1,9;0;0;10;0;8,1;8,4;0,1;3,3
1788;Gj�r, t�rrgj�r;1426;341;7,6;0;0;14,3;0;26,9;40,4;0,1;2,2
1789;Havsalt;0;0;0;0;0;0;0;0;0;94;3
1790;Kakaopulver;1572;379;21,9;0;0;11;0;24;22,5;0,1;11
1791;Karripasta, curry paste;1114;269;21,3;0,85;0;11,3;M;6,8;4,7;3,8;12,8
1792;Kokosmasse, us�tet;2744;666;64,5;0;0;6,4;0;16,3;6,9;0,1;3,3
1793;Kokosmelk;861;209;21,3;0;0;1,5;0;1,5;2;0;3,3
1794;Kokosmelk, mager, hermetisk;297;72;7,1;0;0;0,8;0;1,3;0,6;0,1;0,3
1795;Kondensert melk, s�tet;1381;327;8,7;0,12;34;54,4;44;0;7,9;0,3;0,2
1796;Mineralsalt;0;0;0;0;0;0;0;0;0;50;0,9
1797;Multi 0,65 g/stk, Nycoplus;25;6;0;0;0;0;0;0;0;0;2290
1798;Multi Barn 1,1 g/stk, Nycoplus;350;84;0;0;0;0;0;0;0;0;818
1799;Multi Vitaminmikstur, Nycoplus;761;182;0;0;0;0;0;0;0;0;0
1800;Natron;0;0;0;0;0;0;0;0;0;68,4;0
1801;Salt, bordsalt;0;0;0;0;0;0;0;0;0;98,2;0,3
1802;Salt, bordsalt, jodert, Jozo;0;0;0;0;0;0;0;0;0;98,2;0,3
1803;Sanasol;906;213;0,6;0;M;51;M;0;1;0;M
1804;Sennep;662;158;6,4;0,73;0;18,5;14;1,7;5,7;1,9;1,8
1805;Taco kryddermix;951;226;3,5;0,01;0;36,6;M;12,2;5,9;20,2;11,4
1806;Taco kryddermix, Old El Paso;902;214;3,7;0,09;0;33,3;M;11;6,6;21;13
1807;Taco kryddermix, Santa Maria;1000;238;3,4;0,15;0;40;M;13,4;5,2;19,5;9,7
1808;Urtesalt;197;47;1,7;0,11;0;0,3;0;0;7,6;75;0
1809;Vitaminbj�rner, 2,1 g/stk, Collett;438;105;0;0;0;26;M;0;0;0;M
1810;Vitamineral, 0,55 g/stk, Vitaplex;149;35;0,4;0;M;8;M;0;0;0;M
1811;Wonton-ark;1192;281;1,5;0,04;0;56,2;0;1,8;9,8;1,4;3,4
1812;Buljongpulver;608;144;4,5;0;0;9;6;0;17;55;1,1
1813;Fiskesuppe, Bergensk, pulver;1512;358;8,5;0,34;0;52;5,7;1;18;10,5;1,4
1814;Grytebasis, med ris, pulver;1566;370;4,5;0,2;0;71;0,3;4,9;9;5,2;1,6
1815;Grytebasis, med spagetti, pulver;1440;340;4;0,27;0;64;0;0;12;5,5;2,3
1816;Nypesuppe, pulver;1266;299;0,2;0,04;0;71;68;5;0,7;0,1;1,3
1817;Potetmospulver, med melk;1457;344;1,5;0,1;2;70,7;0;6,9;8,5;2,6;1,6
1818;Sjokoladepulver, Rett i koppen;1582;374;5,1;0;0;67,5;64;7,1;11,1;0,7;7
1819;Sjokoladepulver, uten melk;1632;385;2,5;0;0;83,3;80;5,9;4,5;0,5;7
1820;Tomatsuppe, pulver;1572;372;8,5;0,53;0;63;12;0;11;8,8;1,5
1821;Barnemat, middag, biff stroganoff med pasta, fra 15 mnd;310;74;2,7;0,09;5;9;0;1;2,9;0,2;0,8
1822;Barnemat, middag, couscous og biff, fra 12 mnd;312;74;2,9;0,13;6;8,2;0;1;3,4;0,1;0,7
1823;Barnemat, middag, couscous og laks, fra 15 mnd;289;69;2,5;0,39;7;8;0;1;3,1;0,2;0,3
1824;Barnemat, middag, fiskegrateng, fra 12 mnd;324;77;2,8;0,12;10;9,1;0;1;3,4;0,2;0,3
1825;Barnemat, middag, fullkornslasasagne, fra 12 mnd;329;78;2,5;0,08;7;9,4;0;2;3,6;0;0,7
1826;Barnemat, middag, fullkornspasta med gr�nnsaker, fra 12 mnd;348;83;2,5;0,18;0;12;0;2;2,1;0,1;0,5
1827;Barnemat, middag, gr�nnsakslasagne, fra 12 mnd;350;83;3,5;0,1;6;9,6;0;1;2,9;0,2;0,4
1828;Barnemat, middag, gr�nnsaksrisotto og kalkun, fra 12 mnd;283;68;2,5;0,18;6;8,1;0;0,9;2,7;0,2;0,2
1829;Barnemat, middag, gulrot og potet, fra 4 mnd;189;45;1,5;0,1;0;6,7;0;1;0,7;0;0,2
1830;Barnemat, middag, gulrot, fra 4 mnd;148;35;0,1;0;0;6,4;0;3;0,7;0,1;0,3
1831;Barnemat, middag, kj�ttkaker i brun saus, fra 8 mnd;290;69;2,8;0,14;5;8;0;1;2,5;0,1;0,5
1832;Barnemat, middag, kj�ttkaker og poteter, fra 12 mnd;295;70;2,8;0,11;6;7,5;0;2;2,8;0,1;0,6
1833;Barnemat, middag, kyllingboller og pasta, fra 12 mnd;294;70;1,9;0,1;5;9,4;0;1;3,3;0;0,7
1834;Barnemat, middag, oksekj�tt og potet, fra 12 mnd;323;77;3,1;0,16;5;8,6;0;2;2,7;0,3;0,7
1835;Barnemat, middag, potet og brokkoli, fra 4 mnd;328;78;1,8;0,15;0;13,3;0;0,8;1,7;0;0,3
1836;Barnemat, middag, spagetti bolognese, fra 15 mnd;326;78;2,8;0,12;5;9,7;0;1;2,9;0,1;0,8
1837;Barnemat, middag, vegetargryte, fra 12 mnd;286;68;2,6;0,19;0;8,5;0;2;1,7;0;0,5
1838;Barnemat, middag, vegetarisk, fra 6 mnd;227;54;1,7;0,02;0;6,9;0;1;2,3;0;1,2
1839;Flerkornsgr�t med eple og p�re, fra 12 mnd, pulver, Sm�folk;1910;456;18,2;0,42;6;53,2;0;7,6;16;0,4;12
1840;Flerkornsgr�t med eple og p�re, fra 12 mnd, spiseklar, Sm�folk;439;105;4,2;0,09;1;12,2;0;1,7;3,7;0,1;2,8
1841;Fruktgr�t med eple og banan, fra 6 mnd, pulver, Sm�folk;1913;456;17,3;0,39;6;57,2;0;5,6;15;0,4;11
1842;Fruktgr�t med eple og banan, fra 6 mnd, spiseklar, Sm�folk;440;105;4;0,09;1;13,2;0;1,3;3,4;0,1;2,5
1843;Fruktgr�t med p�re og banan, fra 8 mnd, pulver, Nestl�;1623;385;9,3;0,34;7;58,3;0;4;15;0,3;11
1844;Fruktgr�t med p�re og banan, fra 8 mnd, spiseklar, Nestl�;373;88;2,1;0,08;1;13,4;0;0,9;3,4;0,1;2,5
1845;Fruktpur�, eple, med fersken og mango, fra 4 mnd, HiPP;208;49;0,1;0,02;0;10,9;0;1,7;0,3;0;0,2
1846;Fruktpur�, med eple og banan, fra 4 mnd, HiPP;235;55;0,1;0,02;0;12,4;0;1,7;0,4;0;0,1
1847;Fruktpur�, med eple og p�re, fra 4 mnd, HiPP;209;49;0,1;0,02;0;11;0;1,9;0,2;0;0,1
1848;Fruktpur�, med eple, banan og jordb�r, fra 6 mnd, HiPP;228;54;0,1;0,02;0;11,9;0;1,7;0,5;0;0,2
1849;Fruktpur�, med eple, fersken, bl�b�r og bringeb�r, fra 6 mnd, HiPP;208;49;0,1;0,02;0;10,8;0;1,7;0,4;0;0,2
1850;Fruktpur�, med eple, jordb�r, banan og bl�b�r, fra 6 mnd, HiPP;213;50;0,1;0,02;0;11,2;0;1,7;0,3;0;0,1
1851;Fruktpur�, med fersken, mango og eple, fra 4 mnd, HiPP;233;55;0,2;0,04;0;12;0;1,8;0,4;0;0,1
1852;Fruktsmoothie, med eple, jordb�r og banan, fra 6 mnd, Nestl�;256;60;0,3;0,04;0;12,8;0;2,1;0,6;0;0,4
1853;Fullkornsgr�t med eksotiske frukter og m�sli, fra 12 mnd, pulver, Nestl�;1646;390;9,2;0,34;5;60,1;0;3,9;14,8;0,3;11
1854;Fullkornsgr�t med eksotiske frukter og m�sli, fra 12 mnd, spiseklar, Nestl�;280;66;1,6;0,06;1;10,2;0;0,7;2,5;0;1,9
1855;Fullkornsgr�t med p�re, eple og bringeb�r, fra 8 mnd, pulver, Sm�folk;1898;452;17,8;0,42;5;54;0;6,1;16;0,3;11
1856;Fullkornsgr�t med p�re, eple og bringeb�r, fra 8 mnd, spiseklar, Sm�folk;436;104;4,1;0,1;1;12,4;0;1,4;3,7;0,1;2,5
1857;God natt havregr�t naturell, fra 6 mnd, pulver, Nestl�;1755;417;11,4;0,41;5;58,1;0;5;18;0,3;11
1858;God natt havregr�t naturell, fra 6 mnd, spiseklar, Nestl�;404;96;2,6;0,09;1;13,4;0;1,2;4,1;0,1;2,5
1859;Gr�t, med ris, mais og banan, fra 4 mnd, pulver, Nestl�;1626;385;8;0,2;5;66,5;0;0;11,7;0,2;7,6
1860;Gr�t, med ris, mais og banan, fra 4 mnd, spiseklar, Nestl�;374;88;1,8;0,05;1;15,3;0;0;2,7;0;1,7
1861;Havregr�t med banan og bringeb�r, fra 6 mnd, pulver, Nestl�;1653;392;9,6;0,34;5;58,1;0;4,8;16;0,3;12
1862;Havregr�t med banan og bringeb�r, fra 6 mnd, spiseklar, Nestl�;380;90;2,2;0,08;1;13,4;0;1,1;3,7;0,1;2,8
1863;Havregr�t med banan og mango, fra 8 mnd, pulver, Nestl�;1673;397;9,9;0,36;5;58,6;0;4,8;16;0,3;10
1864;Havregr�t med banan og mango, fra 8 mnd, spiseklar, Nestl�;385;91;2,3;0,08;1;13,5;0;1,1;3,7;0,1;2,3
1865;Hirsegr�t med eple og p�re, fra 6 mnd, pulver, Holle;1595;377;3,3;0,03;1;73,4;0;2,9;11,9;0;3,8
1866;Hirsegr�t med eple og p�re, fra 6 mnd, spiseklar, Holle;175;41;0,4;0;0;8,1;0;0,3;1,3;0;0,4
1867;Kveldsgr�t, med ris, pasta og gulrot, fra 6 mnd, pulver, Semper;1676;398;11,4;0,25;10;58,6;0;3,2;13,6;0,4;6,5
1868;Kveldsgr�t, med ris, pasta og gulrot, fra 6 mnd, spiseklar, Semper;385;91;2,6;0,06;2;13,5;0;0,7;3,1;0,1;1,5
1869;Morsmelk;296;71;4,1;0,09;16;7,2;0;0;1,3;0;0,1
1870;Morsmelkerstatning, fra f�dsel, drikkeklar;278;67;3,6;0,07;M;7,3;0;0,1;1,2;0;0,3
1871;Morsmelkerstatning, fra f�dsel, ferdig utblandet;280;67;3,6;0,07;M;7,4;0;0,1;1,2;0;0,3
1872;Morsmelkerstatning, fra f�dsel, pulver;2192;524;28;0,56;M;58;0;0,8;9,6;0,4;2,4
1873;Sinlac spesialgr�t, pulver, Nestl�;1603;380;9,1;0,17;0;59,6;14,8;2,7;13,6;0,3;12
1874;Sinlac spesialgr�t, spiseklar, Nestl�;369;87;2,1;0,04;0;13,7;3,4;0,6;3,1;0,1;2,8
1875;Tilskuddsblanding, fra 6 mnd, drikkeklar;278;66;3,2;0,04;M;8,3;0;0;1,1;0,1;0,9
1876;Tilskuddsblanding, fra 6 mnd, ferdig utblandet;281;67;3,3;0,04;M;8,2;0;0;1,2;0,1;0,9
1877;Tilskuddsblanding, fra 6 mnd, pulver;2094;500;24,4;0,49;M;61,5;0;0,2;8,5;0,6;6,6
